state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio
Andaman & Nicobar,North and Middle Andaman,0,0,28704,8,0,0,114,3711,0,0,0,17196,15217,885
Andaman & Nicobar,South Andaman,0,62,54893,57,0,420,439,14339,5.81,28,482,37691,31561,837
Andaman & Nicobar,Nicobar,0,9,7651,2,0,1,3,998,0,0,10,4553,4096,900
Andhra Pradesh,Krishna,0,9793,591881,8980,0,1633,1596,118021,1.52,174,11426,370770,339287,915
Andhra Pradesh,Guntur,0,8958,565825,19973,0,2088,1976,127676,1.94,214,11046,366629,327015,892
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",220,8765,458682,15049,0,470,411,55307,2.22,205,9235,255401,259053,1014
Andhra Pradesh,Kurnool,0,6514,471989,16905,0,402,1080,67829,4.4,304,6916,265923,274056,1031
Andhra Pradesh,Visakhapatnam,0,15913,550176,16007,0,11261,5762,167877,1.42,386,27174,379099,339978,897
Andhra Pradesh,Anantapur,0,4600,525001,15263,0,1066,1181,72932,3.07,174,5666,304741,293156,962
Andhra Pradesh,Chittoor,50,13476,596612,20977,50,1302,1195,105362,2.25,332,14778,348810,353676,1014
Andhra Pradesh,East Godavari,0,13790,612549,23080,0,1066,393,119079,1.64,244,14856,391243,340623,871
Andhra Pradesh,Prakasam,96,5374,459154,10398,0,1091,811,72528,3.33,215,6465,273955,258166,942
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,4121,466469,15178,0,578,727,73295,2.79,131,4699,270866,269074,993
Andhra Pradesh,Srikakulam,0,2234,410624,19832,0,1312,356,54107,2.65,94,3546,225175,239557,1064
Andhra Pradesh,Vizianagaram,0,13716,338133,15229,0,3296,693,46259,1.57,267,17013,187194,198385,1060
Andhra Pradesh,West Godavari,0,13270,499196,17181,0,263,281,63117,1.53,207,13533,282737,280370,992
Arunachal Pradesh,Itanagar Capital Complex,121,133,17139,30,0,5073,1009,23656,1.23,64,5206,23926,17472,730
Arunachal Pradesh,Lower Siang,10,0,3902,3,0,0,4,1169,0,0,0,2691,2380,884
Arunachal Pradesh,Pakke Kessang,0,15,2924,5,0,65,9,1206,12.5,10,80,2156,1972,915
Arunachal Pradesh,Changlang,117,120,15720,82,0,49,25,7785,6.51,11,169,13770,9736,707
Arunachal Pradesh,Kurung Kumey,0,0,2444,8,0,9,24,2098,11.11,1,9,2152,2328,1082
Arunachal Pradesh,Anjaw,0,43,2101,9,0,1,8,1452,13.64,6,44,1935,1621,838
Arunachal Pradesh,East Kameng,0,86,5918,27,0,1,4,2552,14.94,13,87,4418,4050,917
Arunachal Pradesh,Kamle,0,0,1527,3,0,0,2,742,0,0,0,1230,1040,846
Arunachal Pradesh,Dibang Valley,0,0,802,10,0,0,0,1028,0,0,0,1093,737,674
Arunachal Pradesh,Tirap,0,48,4008,39,0,15,7,3154,11.11,7,63,4541,2620,577
Arunachal Pradesh,Kra Daadi,0,9,1460,2,0,22,14,1362,29.03,9,31,1496,1327,887
Arunachal Pradesh,West Kameng,0,9,12048,8,0,114,81,6317,13.82,17,123,10666,7701,722
Arunachal Pradesh,Lohit,0,37,5608,16,0,12,10,2807,22.45,11,49,5140,3272,637
Arunachal Pradesh,Tawang,0,27,7425,45,0,1,23,4112,7.14,2,28,6285,5247,835
Arunachal Pradesh,Lower Dibang Valley,100,0,6630,11,0,5,12,3256,100,5,5,5390,4498,835
Arunachal Pradesh,Lower Subansiri,0,0,6713,7,0,11,3,3278,81.82,9,11,4999,4992,999
Arunachal Pradesh,Lepa Rada,0,6,3771,3,0,4,7,1659,0,0,10,2969,2461,829
Arunachal Pradesh,Upper Siang,0,7,5578,3,0,2,7,2252,11.11,1,9,4108,3722,906
Arunachal Pradesh,Shi Yomi,0,0,1962,6,0,0,1,706,0,0,0,1320,1348,1021
Arunachal Pradesh,Namsai,0,108,13724,102,0,36,7,3868,4.17,6,144,9493,8110,854
Arunachal Pradesh,Siang,0,0,4222,18,0,0,1,1195,0,0,0,2739,2677,977
Arunachal Pradesh,West Siang,0,6,10090,3,0,25,11,3408,29.03,9,31,7149,6349,888
Arunachal Pradesh,Papum Pare,0,39,7052,29,0,30,26,6255,15.94,11,69,8535,4774,559
Arunachal Pradesh,Longding,0,2,2114,4,0,0,1,3005,900,18,2,3557,1564,440
Arunachal Pradesh,Upper Subansiri,0,120,8260,34,0,23,5,3279,18.88,27,143,5989,5581,932
Arunachal Pradesh,East Siang,0,41,13738,30,0,4,14,5686,33.33,15,45,10035,9390,936
Assam,Dibrugarh,0,574,130187,970,0,1173,921,60925,3.61,63,1747,102446,88657,865
Assam,Sivasagar,0,358,69143,474,0,780,338,16138,1.93,22,1138,46035,39240,852
Assam,Tinsukia,0,219,84660,909,0,774,678,28814,3.73,37,993,61343,52131,850
Assam,Baksa,0,93,48029,304,0,18,321,15808,53.15,59,111,34843,28990,832
Assam,Barpeta,0,470,128270,754,0,42,206,30969,13.28,68,512,83383,75843,910
Assam,Darrang,0,130,68028,550,0,25,261,24210,16.13,25,155,51205,41021,801
Assam,Kamrup Metropolitan,0,2500,243310,2103,0,1486,2747,207528,6.12,244,3986,254396,196613,773
Assam,Kamrup Rural,255,1665,169458,1730,0,249,188,51639,8.15,156,1914,118965,102102,858
Assam,Karbi-Anglong,0,62,37009,216,0,7,123,18465,30.43,21,69,31700,23993,757
Assam,Nalbari,0,355,55824,575,0,72,482,17434,10.07,43,427,41000,32247,787
Assam,Golaghat,0,65,79223,549,0,136,399,25411,4.48,9,201,58044,46588,803
Assam,Jorhat,4,933,90291,681,0,118,377,31218,2.76,29,1051,65930,55571,843
Assam,Morigaon,0,57,65156,584,0,26,414,17623,20.48,17,83,41918,40852,975
Assam,Nagaon,0,596,128449,529,0,1266,814,39823,4.73,88,1862,86383,81872,948
Assam,Bongaigaon,0,282,57331,320,0,107,177,24553,20.82,81,389,43660,38216,875
Assam,Chirang,0,10,26468,104,0,0,302,14342,0,0,10,24062,16745,696
Assam,Dhubri,9,305,74703,218,0,112,465,22951,5.52,23,417,53659,43984,820
Assam,Goalpara,99,195,55100,157,0,28,407,27653,21.08,47,223,43376,39351,907
Assam,Kokrajhar,15,278,47527,211,0,12,400,23854,24.14,70,290,40754,30625,751
Assam,Dhemaji,0,135,64404,682,0,8,414,21105,11.89,17,143,43389,42106,970
Assam,Lakhimpur,0,283,75840,558,0,16,316,24472,3.68,11,299,52751,47554,901
Assam,Sonitpur,10,680,100650,427,0,398,390,35995,14.1,152,1078,72727,63915,879
Assam,Udalguri,0,255,46002,298,0,76,444,18709,2.72,9,331,35594,29106,818
Assam,Cachar,25,2009,98565,910,0,1514,1069,38162,4.46,157,3523,73248,63813,871
Assam,Dima Hasao,154,11,19683,28,0,31,22,10046,42.86,18,42,17731,11993,676
Assam,Hailakandi,0,76,48989,571,0,3,309,20091,26.58,21,79,38032,31044,816
Assam,Karimganj,0,117,63406,522,0,58,543,25851,14.29,25,175,49075,40175,819
Bihar,Madhepura,99,269,120275,247,0,143,318,40206,6.8,28,412,88258,72218,818
Bihar,Saharsa,0,609,126091,325,0,68,169,38212,0.44,3,677,87229,77061,883
Bihar,Supaul,0,576,127539,673,0,24,661,42656,8.33,50,600,94776,75701,799
Bihar,Purnia,0,1635,231676,1731,0,232,242,80026,7.12,133,1867,166615,145557,874
Bihar,Araria,114,1071,142814,973,0,67,385,50225,2.81,32,1138,106209,86895,818
Bihar,Katihar,1132,842,120416,728,0,184,819,65487,6.24,64,1026,102074,83864,822
Bihar,Kishanganj,38,439,79011,433,0,43,711,35165,9.96,48,482,62674,51674,824
Bihar,Aurangabad,0,1930,108889,1400,190,131,85,45941,8.84,182,2058,89309,65613,735
Bihar,Arwal,0,159,34737,125,0,10,44,13511,6.51,11,169,26249,22005,838
Bihar,Gaya,5441,1751,224817,873,0,875,316,102492,11.58,304,2626,180277,147152,816
Bihar,Kaimur,2200,539,95668,654,0,20,172,32220,5.55,31,559,70369,57603,819
Bihar,Rohtas,851,1258,169851,1187,0,74,76,60214,2.85,38,1332,130512,99633,763
Bihar,Bhagalpur,0,654,216616,714,0,356,545,80182,2.97,30,1010,160252,136604,852
Bihar,Banka,109,238,125930,288,0,334,585,39237,4.9,28,572,85740,79453,927
Bihar,Lakhisarai,10,332,46455,230,0,20,91,19578,2.27,8,352,36105,29931,829
Bihar,Munger,0,383,84800,409,0,88,357,34289,1.91,9,471,67787,51294,757
Bihar,Muzaffarpur,0,890,241705,742,0,378,506,114732,4.89,62,1268,201978,154560,765
Bihar,Sheohar,0,124,56543,181,0,0,72,13144,4.84,6,124,36835,32977,895
Bihar,Sitamarhi,0,928,180280,490,0,9,194,61663,6.72,63,937,130540,111420,854
Bihar,Vaishali,0,779,221100,702,0,27,694,64054,10.42,84,806,151024,134255,889
Bihar,Nalanda,1568,555,226216,563,0,164,340,73872,1.53,11,719,157969,142178,900
Bihar,Jehanabad,0,155,62876,155,0,37,76,28187,9.38,18,192,49900,41232,826
Bihar,Nawada,1163,516,132915,504,66,130,589,46178,11.46,74,646,94308,84800,899
Bihar,Sheikhpura,0,124,41550,73,0,26,98,13515,0,0,150,29055,26014,895
Bihar,Darbhanga,0,2472,267935,1817,0,211,323,89568,2.12,57,2683,189425,168243,888
Bihar,Madhubani,0,1209,262873,1361,0,316,144,82228,0.98,15,1525,181430,163778,903
Bihar,Samastipur,0,895,251337,527,0,228,136,88045,2.4,27,1123,181573,157883,870
Bihar,Patna,380,5103,505497,2069,0,2104,1775,226228,6.29,453,7207,426733,305480,716
Bihar,Begusarai,0,727,202635,757,0,254,224,68657,7.03,69,981,145190,126272,870
Bihar,Bhojpur,2268,933,148688,725,0,451,188,57189,4.05,56,1384,116570,89492,768
Bihar,Buxar,1321,677,111420,615,0,133,101,32765,4.94,40,810,80470,63741,792
Bihar,Khagaria,198,255,88898,292,0,111,143,31395,3.83,14,366,63972,56340,881
Bihar,Saran,0,1512,285808,1186,0,431,250,96338,9.62,187,1943,205753,176459,858
Bihar,Siwan,2102,1063,287085,1384,0,228,245,71433,6.89,89,1291,187448,171230,913
Bihar,Gopalganj,0,1646,148555,1100,0,166,152,46209,4.86,88,1812,110103,84812,770
Bihar,East Champaran,0,3103,262418,2482,0,80,125,102931,4.93,157,3183,210826,154442,733
Bihar,West Champaran,620,1697,163764,911,0,45,191,73098,6.2,108,1742,138777,98220,708
Bihar,Jamui,88,587,104121,300,0,161,612,36505,6.95,52,748,76431,64242,841
Chandigarh,Chandigarh,17,584,197149,715,507,4891,4376,88585,3.93,215,5475,160638,125156,779
Chhattisgarh,Raipur,197,508,324140,351,0,311,116,62977,17.22,141,819,205410,181724,885
Chhattisgarh,Balod,5400,379,164592,254,0,2,0,9630,4.99,19,381,83052,91154,1098
Chhattisgarh,Baloda bazar,159,38,184061,97,0,3,4,9947,21.95,9,41,91334,102773,1125
Chhattisgarh,Balrampur,4548,16,126557,200,0,19,4,12166,42.86,15,35,69036,69693,1010
Chhattisgarh,Bastar,518,181,137710,179,0,21,22,22348,33.66,68,202,76184,83887,1101
Chhattisgarh,Bemetara,6850,9,92088,24,0,1,1,6253,0,0,10,48165,50169,1042
Chhattisgarh,Bijapur,880,22,36136,20,0,18,9,17180,0,0,40,30902,22421,726
Chhattisgarh,Bilaspur,59,754,313293,174,0,173,23,30329,7.87,73,927,167487,176116,1052
Chhattisgarh,Dantewada,240,20,56476,15,0,0,4,13658,0,0,20,34639,35484,1024
Chhattisgarh,Dhamtari,470,35,168052,20,0,4,6,10401,2.56,1,39,84291,94141,1117
Chhattisgarh,Durg,1635,241,334646,249,0,95,61,35879,19.05,64,336,188503,182006,966
Chhattisgarh,Gariaband,690,10,98971,41,0,0,0,6786,0,0,10,49234,56517,1148
Chhattisgarh,Janjgir-Champa,0,158,261082,196,0,14,10,14874,4.65,8,172,131763,144188,1094
Chhattisgarh,Jashpur,3625,177,155586,176,0,2,1,14840,0.56,1,179,78326,92090,1176
Chhattisgarh,Kanker,3200,199,134387,68,0,5,9,21218,7.84,16,204,78176,77448,991
Chhattisgarh,Kondagaon,1000,150,106008,162,0,11,3,10094,5.59,9,161,53296,62803,1178
Chhattisgarh,Korba,2358,554,267409,791,0,47,22,18324,8.15,49,601,138932,146805,1057
Chhattisgarh,Koriya,6110,375,103932,446,0,25,17,10616,20,80,400,56520,58034,1027
Chhattisgarh,Mahasamund,0,94,237131,22,0,7,3,10396,8.91,9,101,116411,131100,1126
Chhattisgarh,Mungeli,320,0,124280,6,0,0,1,6034,0,0,0,62102,68211,1098
Chhattisgarh,Narayanpur,100,14,15760,12,0,16,3,7044,0,0,30,12774,10030,785
Chhattisgarh,Raigarh,704,799,351098,64,0,136,-5,25756,2.67,25,935,183997,192841,1048
Chhattisgarh,Rajnandgaon,529,109,278193,67,0,17,11,20503,11.11,14,126,142835,155845,1091
Chhattisgarh,Sukma,0,17,49293,20,0,13,1,21214,0,0,30,39692,30810,776
Chhattisgarh,Surajpur,0,66,162269,28,0,8,4,12925,21.62,16,74,85596,89573,1046
Chhattisgarh,Surguja,60,364,211872,84,0,261,4,16515,5.6,35,625,109598,118758,1084
Chhattisgarh,Kawardha,2300,239,119340,302,0,75,120,12292,5.1,16,314,64380,67243,1044
Chhattisgarh,Gaurela Pendra Marwahi ,250,44,63977,59,0,5,0,4040,22.45,11,49,31975,36032,1127
Dadra and Nagar Haveli,Dadra and Nagar Haveli,0,93,34900,131,18,1956,2100,48403,5.91,121,2049,55752,27558,494
Daman and Diu,Daman,0,161,28746,119,0,2533,2546,44502,0.59,16,2694,47721,25576,536
Daman and Diu,Diu,0,128,11310,92,0,790,562,13713,0.22,2,918,12074,12952,1073
Delhi,New Delhi,321,1798,240761,1264,80,1733,1433,110117,5.35,189,3531,213217,138021,647
Delhi,Central Delhi,917,1371,271471,889,0,1331,2039,191152,4.74,128,2702,273464,189365,692
Delhi,West Delhi,332,1884,351224,650,0,162,54,133368,4.11,84,2046,270331,214327,793
Delhi,North West Delhi,1674,901,329203,978,0,2088,1383,177902,4.05,121,2989,283283,224040,791
Delhi,South East Delhi,0,1739,227238,1111,0,3388,4016,178841,2.59,133,5127,243609,162571,667
Delhi,East Delhi,130,677,187290,707,0,1680,1144,90976,1.82,43,2357,154956,123416,796
Delhi,North Delhi,237,908,181237,855,0,292,134,121187,8.33,100,1200,176110,126302,717
Delhi,North East Delhi,50,1558,144877,1051,0,122,183,105549,4.17,70,1680,148965,101597,682
Delhi,Shahdara,233,876,190724,342,0,79,61,113250,4.71,45,955,172197,131902,766
Delhi,South Delhi,221,1984,244666,1046,12,7210,6056,215539,3.55,326,9194,276846,183857,664
Delhi,South West Delhi,227,1417,314294,1371,0,4238,3152,133105,1.86,105,5655,254063,193914,763
Goa,North Goa,170,1205,152604,1508,101,1351,1296,57035,5.63,144,2556,110011,99650,906
Goa,South Goa,37,844,184269,1245,0,546,820,48429,10.07,140,1390,117603,115089,979
Gujarat,Gandhinagar,0,1539,187680,1782,0,522,109,30066,5.77,119,2061,113434,104328,920
Gujarat,Ahmedabad,0,1584,354761,1357,0,640,220,27443,5.67,126,2224,205614,176573,859
Gujarat,Vadodara,98,1753,278434,2139,0,1126,709,59339,2.81,81,2879,184091,153798,835
Gujarat,Kheda,36,2748,322520,3165,0,207,254,58430,8.63,255,2955,199716,181401,908
Gujarat,Surendranagar,0,1397,169426,1949,0,152,138,18314,9.1,141,1549,97745,89979,921
Gujarat,Aravalli,163,1418,224285,396,0,122,40,21803,3.25,50,1540,123662,122433,990
Gujarat,Banaskantha,0,1419,627187,2097,0,71,79,51745,7.38,110,1490,367476,311746,848
Gujarat,Mehsana,0,2094,376759,2307,0,5680,5573,119633,3.94,306,7774,256682,239705,934
Gujarat,Patan,0,1323,187128,1397,0,222,114,29924,14.56,225,1545,112063,105130,938
Gujarat,Sabarkantha,19,2235,273800,2152,0,103,31,32400,3.08,72,2338,158484,147687,932
Gujarat,Dang,0,88,30577,63,0,1,7,5415,12.36,11,89,18497,17492,946
Gujarat,Navsari,0,976,258876,727,0,119,73,29432,5.94,65,1095,138781,149581,1078
Gujarat,Surat,86,1049,195016,1328,0,132,149,36904,13.46,159,1181,127321,104711,822
Gujarat,Tapi,0,1902,138044,1816,0,92,21,14935,3.81,76,1994,77962,75061,963
Gujarat,Valsad,171,982,248494,940,0,910,925,42505,9.41,178,1892,156794,134424,857
Gujarat,Devbhumi Dwaraka,0,267,107657,370,0,89,55,17293,12.36,44,356,66814,58155,870
Gujarat,Jamnagar,0,305,162004,464,0,118,218,43626,8.75,37,423,116772,88905,761
Gujarat,Kutch,660,708,263175,980,0,5309,4615,108546,3.87,233,6017,206383,165470,802
Gujarat,Morbi,56,603,117332,582,0,252,88,12100,7.6,65,855,67841,61588,908
Gujarat,Porbandar,0,229,133662,112,0,65,46,17910,15.65,46,294,77492,74084,956
Gujarat,Rajkot,300,967,249939,1240,0,40,81,24113,16.19,163,1007,142060,132008,929
Gujarat,Amreli,0,1248,238160,694,0,75,9,19813,8.09,107,1323,130268,127752,981
Gujarat,Bhavnagar,0,1845,228631,1325,0,68,27,45111,5.59,107,1913,150189,123581,823
Gujarat,Botad,549,528,61505,607,0,65,8,8601,18.04,107,593,36668,33445,912
Gujarat,Gir Somnath,80,2173,173663,1343,0,106,62,20537,4.87,111,2279,104992,89283,850
Gujarat,Junagadh,0,1059,195464,1362,0,186,91,19914,11.65,145,1245,111482,103973,933
Gujarat,Anand,0,1860,382374,1746,0,111,44,38346,7.05,139,1971,209633,211104,1007
Gujarat,Bharuch,37,2821,227386,2825,0,3879,3708,103044,3.73,250,6700,184032,146430,796
Gujarat,Chhotaudepur,56,1910,159747,696,0,117,10,14285,2.61,53,2027,89799,84276,938
Gujarat,Dahod,230,2209,324780,1451,0,114,54,31044,3.31,77,2323,177959,178081,1001
Gujarat,Mahisagar,0,497,243149,242,0,17,18,15301,1.17,6,514,131333,127150,968
Gujarat,Narmada,0,659,125166,108,0,115,18,13162,2.07,16,774,70206,68114,970
Gujarat,Panchmahal,0,1982,287555,1026,0,335,53,26422,4.45,103,2317,158595,155442,980
Haryana,Kurukshetra,0,170,135766,694,0,1414,988,38278,2.9,46,1584,91237,82808,908
Haryana,Panchkula,0,306,116713,438,0,1280,783,60203,4.67,74,1586,95557,81555,853
Haryana,Gurgaon,1,2815,389139,1854,200,12494,11676,291955,2.82,431,15309,401413,280910,700
Haryana,Jhajjar,0,553,134921,895,0,652,562,41379,4.56,55,1205,92162,84162,913
Haryana,Kaithal,0,209,106371,656,0,2885,723,45740,4.07,126,3094,79733,72480,909
Haryana,Hisar,0,195,160177,259,0,446,611,56325,7.64,49,641,116450,100085,859
Haryana,Rohtak,0,391,134148,750,0,1542,938,49265,5.02,97,1933,98434,85732,871
Haryana,Ambala,0,630,217309,591,0,2450,3188,112518,3.25,100,3080,175321,154802,883
Haryana,Sirsa,0,214,174013,713,0,3221,881,46642,6.26,215,3435,114304,106353,930
Haryana,Panipat,95,228,131411,512,0,584,470,48223,7.14,58,812,98881,80781,817
Haryana,Fatehabad,0,158,99496,630,0,1030,1045,40541,5.22,62,1188,73680,66398,901
Haryana,Yamunanagar,28,398,170551,643,0,1881,666,48815,3.99,91,2279,116031,103325,890
Haryana,Sonipat,0,761,211969,1034,0,2009,2175,82499,3.61,100,2770,158733,135939,856
Haryana,Faridabad,90,789,319035,1119,0,8503,5047,149006,2.88,268,9292,267048,202202,757
Haryana,Bhiwani,0,269,146870,560,0,3534,1024,45998,4.13,157,3803,101190,91711,906
Haryana,Charkhi Dadri,0,113,97511,706,0,2865,643,29338,2.08,62,2978,65192,61674,946
Haryana,Rewari,0,543,143986,1153,0,3925,1523,48466,2.06,92,4468,103876,88615,853
Haryana,Karnal,44,560,213165,1031,0,2637,1001,70183,3.85,123,3197,149169,134214,900
Haryana,Jind,0,143,123679,547,0,1040,660,39290,5.66,67,1183,84712,78261,924
Haryana,Nuh,0,92,41456,526,0,572,706,29136,14.46,96,664,39979,30697,768
Haryana,Mahendragarh,0,667,140711,1019,0,590,351,40258,5.81,73,1257,93672,87320,932
Haryana,Palwal,36,174,139138,431,0,1382,1432,57932,2.83,44,1556,108161,89158,824
Himachal Pradesh,Shimla,0,481,215891,398,0,1604,1324,38179,5.04,105,2085,133049,121007,909
Himachal Pradesh,Solan,0,492,132873,603,0,1313,1471,31985,4.16,75,1805,95241,69634,731
Himachal Pradesh,Lahaul Spiti,0,9,8147,11,0,100,76,1615,0.92,1,109,5025,4736,942
Himachal Pradesh,Kullu,0,70,105830,130,0,271,590,15058,11.44,39,341,61335,59549,971
Himachal Pradesh,Sirmaur,0,294,88604,260,0,743,911,20767,5.11,53,1037,59501,49874,838
Himachal Pradesh,Kangra,839,2404,393066,1368,0,1266,1726,47961,5.45,200,3670,212627,228378,1074
Himachal Pradesh,Chamba,0,548,114474,606,0,185,603,17886,11.87,87,733,65448,66907,1022
Himachal Pradesh,Mandi,0,298,277783,375,0,453,1220,33664,10.52,79,751,146896,164571,1120
Himachal Pradesh,Kinnaur,0,10,23791,52,0,41,136,4735,17.65,9,51,14764,13763,932
Himachal Pradesh,Hamirpur,28,120,159428,135,0,213,535,15180,8.11,27,333,81000,93599,1156
Himachal Pradesh,Una,19,162,148297,365,0,243,608,16876,13.58,55,405,82408,82754,1004
Himachal Pradesh,Bilaspur,0,123,123424,112,0,157,446,13125,3.57,10,280,66713,69831,1047
Jammu & Kashmir,Srinagar,116,1402,140883,1810,248,3193,2703,84007,4.03,185,4595,152206,73081,480
Jammu & Kashmir,Kulgam,0,667,90374,887,0,6,8,7597,18.87,127,673,56576,41496,733
Jammu & Kashmir,Shopian,0,17,64088,17,15,4,3,4427,42.86,9,21,39054,29459,754
Jammu & Kashmir,Bandipore,0,686,77701,922,0,7,16,7615,11.11,77,693,51670,33735,653
Jammu & Kashmir,Anantnag,300,1674,154978,1844,2,2373,2738,33992,5.76,233,4047,111463,77960,699
Jammu & Kashmir,Baramulla,419,2684,201769,1283,0,919,2232,42776,7.13,257,3603,142933,101777,712
Jammu & Kashmir,Kupwara,0,1031,79205,1062,0,76,57,13063,9.3,103,1107,57754,34655,600
Jammu & Kashmir,Pulwama,0,0,99252,1112,0,0,94,15308,0,0,0,69558,45002,647
Jammu & Kashmir,Ganderbal,0,55,71416,47,0,733,171,7183,2.79,22,788,45256,33337,737
Jammu & Kashmir,Budgam,120,539,144390,334,0,3877,2718,40592,3.94,174,4416,110571,74678,675
Jammu & Kashmir,Jammu,0,1,391065,400,0,3258,3913,103180,2.49,81,3259,277024,217368,785
Jammu & Kashmir,Kishtwar,309,145,43940,197,0,21,50,8273,14.46,24,166,30874,21332,691
Jammu & Kashmir,Doda,710,979,74576,734,0,25,17,8574,6.57,66,1004,46333,37406,807
Jammu & Kashmir,Udhampur,0,1039,113376,406,0,401,2646,39818,6.94,100,1440,86884,66302,763
Jammu & Kashmir,Kathua,1999,783,129426,608,0,56,2411,33703,4.89,41,839,89500,73668,823
Jammu & Kashmir,Ramban,459,60,62383,136,0,124,16,7552,19.57,36,184,41881,28050,670
Jammu & Kashmir,Samba,0,61,83826,64,0,125,72,10778,7.53,14,186,52754,41832,793
Jammu & Kashmir,Rajouri,5047,815,102946,855,0,293,2514,35325,8.3,92,1108,80422,57981,721
Jammu & Kashmir,Poonch,2449,729,96529,882,0,26,27,8638,9.93,75,755,59046,46355,785
Jammu & Kashmir,Reasi,0,200,65459,440,0,46,232,10622,17.89,44,246,45146,31009,687
Jharkhand,Ranchi,461,1643,240266,566,256,5534,4322,120680,2.9,208,7182,203155,157927,777
Jharkhand,Koderma,0,351,62667,248,0,279,726,20774,12.7,80,630,41531,41919,1009
Jharkhand,Bokaro,0,945,148081,325,0,431,161,51403,1.02,14,1376,113462,86068,759
Jharkhand,Garhwa,1001,827,84871,720,482,703,1709,39555,4.58,70,1530,68669,56072,817
Jharkhand,Latehar,1229,74,48863,57,2026,426,446,25308,8,40,500,41460,32768,790
Jharkhand,Chatra,0,465,76728,323,0,77,42,23582,14.39,78,542,53346,46955,880
Jharkhand,Palamu,0,1229,171308,666,1,216,547,46845,5.19,75,1445,118074,100298,849
Jharkhand,East Singhbhum,0,2244,267841,953,0,780,1209,76427,4.83,146,3024,192376,152094,791
Jharkhand,Seraikela Kharsawan,31,418,91374,408,0,250,253,27741,9.28,62,668,65577,53598,817
Jharkhand,Simdega,4291,113,46976,130,4379,842,832,21331,3.66,35,955,32510,35807,1101
Jharkhand,Lohardaga,72,161,44587,62,128,531,507,16052,6.94,48,692,30370,30263,996
Jharkhand,Gumla,764,645,87533,361,382,462,709,24887,6.59,73,1107,52888,59613,1127
Jharkhand,Khunti,129,99,53042,87,0,154,221,24629,18.58,47,253,40596,37138,915
Jharkhand,Deoghar,1793,897,88179,1395,0,254,387,48272,14.68,169,1151,78904,57788,732
Jharkhand,Ramgarh,711,355,79112,234,0,2359,462,34898,1.69,46,2714,64943,49181,757
Jharkhand,Hazaribagh,829,1302,139300,594,0,1534,971,56723,4.37,124,2836,105293,90761,862
Jharkhand,Giridih,0,297,155160,294,0,14,112,49622,15.76,49,311,105151,99665,948
