state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Andaman & Nicobar,North and Middle Andaman,24,60917,41,242,504,66152,9.02,24,266,66264,60788,917,48394,78675,24,10,520
Andaman & Nicobar,South Andaman,184,129767,156,807,800,160571,5.95,59,991,156206,134085,858,102678,187660,164,14,791
Andaman & Nicobar,Nicobar,43,18934,19,249,258,23384,2.74,8,292,22854,19461,852,17018,25300,3,4,273
Andhra Pradesh,Krishna,5617,2270083,10296,10197,16478,1795014,3.71,586,15814,1902335,2162042,1137,1399404,2665693,14035,147,12738
Andhra Pradesh,Guntur,17535,2376343,16622,28136,28341,1876037,1.41,645,45675,1967941,2283769,1160,1451619,2800761,23006,158,21956
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",15871,1642307,6434,29719,12086,1084528,1.07,489,45591,1240130,1486242,1198,1102206,1624629,6659,116,11860
Andhra Pradesh,Kurnool,11859,1748415,6313,44540,22774,1593146,0.89,501,56529,1502495,1838559,1224,1103756,2237805,18385,136,10702
Andhra Pradesh,Visakhapatnam,20408,2096919,10220,29155,15035,2153931,1.32,652,49568,2073839,2176401,1049,1425572,2825278,6543,152,18712
Andhra Pradesh,Anantapur,4932,2065165,9104,11838,27135,1566767,2.03,340,16770,1662513,1967393,1183,1282449,2349483,19721,84,16517
Andhra Pradesh,Chittoor,4959,2197157,3456,11423,8140,1683063,2.55,418,16382,1799322,2080282,1156,1415894,2464326,4871,158,6725
Andhra Pradesh,East Godavari,23154,2627567,18078,24219,21042,2128598,2.23,1057,47373,2231195,2524200,1131,1401802,3354363,12398,255,26721
Andhra Pradesh,Prakasam,8129,1851355,13200,17627,26774,1333964,1.86,480,25800,1473757,1711104,1161,1243274,1942045,19367,141,20607
Andhra Pradesh,Sri Potti Sriramulu Nellore,16718,1674533,5520,29161,10477,1281899,0.79,363,45987,1383760,1572120,1136,1131377,1825055,6383,98,9613
Andhra Pradesh,Srikakulam,6904,1463071,3966,8319,4994,890138,13.23,2014,15226,1043534,1309427,1255,787970,1565239,3695,618,5265
Andhra Pradesh,Vizianagaram,3863,1157815,3735,5111,4960,816247,2.74,246,8974,894410,1079345,1207,687944,1286118,2623,72,6072
Andhra Pradesh,West Godavari,2031,2073258,10309,3483,15668,1520701,6.82,376,5514,1637396,1956075,1195,1265140,2328819,7194,267,18783
Arunachal Pradesh,Itanagar Capital Complex,61,42147,48,1052,664,134605,3.32,37,1113,100984,75750,750,69350,107402,149,7,563
Arunachal Pradesh,Lower Siang,5,9567,14,28,73,15509,21.21,7,33,13454,11621,864,8683,16393,7,1,80
Arunachal Pradesh,Pakke Kessang,1,6144,1,15,13,6189,25.0,4,16,6479,5847,902,4368,7965,2,2,11
Arunachal Pradesh,Changlang,76,46140,130,470,551,89531,6.23,34,546,75204,60453,804,47807,87864,137,12,543
Arunachal Pradesh,Kurung Kumey,34,5989,30,79,73,8064,6.19,7,113,6893,7054,1023,4999,9054,10,4,93
Arunachal Pradesh,Anjaw,17,6676,11,60,56,11723,29.87,23,77,10120,8277,818,6805,11594,4,4,62
Arunachal Pradesh,East Kameng,72,17440,26,324,121,19353,1.01,4,396,19309,17478,905,14065,22728,15,3,131
Arunachal Pradesh,Kamle,57,3939,27,89,76,5846,9.59,14,146,5611,4174,744,3029,6756,27,3,75
Arunachal Pradesh,Dibang Valley,8,1935,9,18,45,4629,15.38,4,26,4161,2403,578,2435,4129,4,2,50
Arunachal Pradesh,Tirap,164,17094,86,546,312,33429,5.63,40,710,28296,22215,785,19070,31453,17,8,380
Arunachal Pradesh,Kra Daadi,0,3933,9,19,27,5464,5.26,1,19,5002,4395,879,3135,6262,4,2,33
Arunachal Pradesh,West Kameng,47,28714,55,513,401,60903,7.14,40,560,49646,39940,804,34451,55166,39,8,417
Arunachal Pradesh,Lohit,90,15248,43,446,271,33817,4.48,24,536,26823,22231,829,18394,30671,36,7,277
Arunachal Pradesh,Tawang,31,16060,13,338,159,35228,5.69,21,369,27832,23438,842,21901,29387,18,5,154
Arunachal Pradesh,Lower Dibang Valley,57,17886,57,267,267,33847,11.11,36,324,28166,23562,837,19513,32220,39,8,284
Arunachal Pradesh,Lower Subansiri,29,15611,13,280,126,27848,13.27,41,309,23655,19802,837,16746,26713,18,10,121
Arunachal Pradesh,Lepa Rada,3,8318,5,40,46,14365,16.28,7,43,12813,9866,770,9420,13263,2,2,49
Arunachal Pradesh,Upper Siang,69,13378,42,298,193,17276,3.54,13,367,16351,14301,875,12220,18434,28,3,207
Arunachal Pradesh,Shi Yomi,2,4534,1,20,19,7678,36.36,8,22,6318,5894,933,5315,6897,1,2,18
Arunachal Pradesh,Namsai,87,36717,104,516,640,66642,7.79,47,603,55315,48040,868,40411,62948,86,15,658
Arunachal Pradesh,Siang,55,9692,17,242,85,12939,4.38,13,297,11909,10715,900,8292,14339,4,5,98
Arunachal Pradesh,West Siang,29,22155,17,308,192,37799,3.86,13,337,31868,28080,881,26318,33636,13,3,196
Arunachal Pradesh,Papum Pare,30,16328,36,231,193,36047,11.11,29,261,31037,21329,687,20828,31547,33,8,195
Arunachal Pradesh,Longding,65,9781,48,123,89,15865,6.38,12,188,15776,9870,626,6554,19092,25,8,112
Arunachal Pradesh,Upper Subansiri,53,20240,22,176,111,18313,9.17,21,229,20275,18272,901,13929,24624,11,6,122
Arunachal Pradesh,East Siang,51,30161,32,526,337,58165,5.72,33,577,45507,42801,941,35008,53318,35,10,333
Assam,Dibrugarh,1764,472406,1535,4013,3884,776342,10.78,623,5777,626926,621665,992,350184,898564,3130,147,2288
Assam,Sivasagar,1204,271636,849,2779,2088,370740,8.96,357,3983,325645,316638,972,167550,474826,570,115,2366
Assam,Tinsukia,2109,374171,2051,7312,6437,610773,8.91,839,9421,495614,489164,987,246699,738245,6332,237,2156
Assam,Baksa,1093,244706,791,2765,1988,412888,12.49,482,3858,330037,327434,992,109974,547620,1696,113,1083
Assam,Barpeta,3421,568232,3681,8474,9310,854426,8.79,1045,11895,710252,712221,1003,359107,1063551,9092,293,3899
Assam,Darrang,1683,292614,1332,3815,3034,426174,12.95,712,5498,363813,354873,975,148548,570240,2574,168,1792
Assam,Kamrup Metropolitan,1241,736717,1456,4265,5100,1289478,4.78,263,5507,1130238,895582,792,793603,1232592,1282,74,5274
Assam,Kamrup Rural,2618,599921,1356,7298,3824,780442,8.51,844,9916,705397,674799,957,326849,1053514,3352,205,1828
Assam,Karbi-Anglong,1415,124006,943,3961,2773,215559,4.72,254,5376,178547,160969,902,80674,258891,2824,68,892
Assam,Nalbari,1179,252157,839,2992,2133,351720,9.33,389,4171,302385,301421,997,131654,472223,2030,89,942
Assam,Golaghat,1077,345943,1037,2656,2805,572405,0.46,17,3733,468494,449692,960,216371,701977,909,78,2933
Assam,Jorhat,1620,365650,1133,3318,2454,501454,6.93,342,4938,437310,429664,983,224050,643054,565,84,3021
Assam,Morigaon,1859,293679,1210,4712,3138,446687,6.83,449,6571,363801,376487,1035,157922,582444,1607,126,2740
Assam,Nagaon,3447,595529,3449,7398,8825,932956,8.06,874,10846,741826,786443,1060,357754,1170731,8286,192,3986
Assam,Bongaigaon,1272,241591,1120,3061,2992,395416,11.7,507,4333,319573,317325,993,149836,487171,2013,121,2099
Assam,Chirang,784,132950,591,1816,1476,233129,23.85,620,2600,190841,175194,918,83459,282620,1108,151,959
Assam,Dhubri,2384,406292,3200,7111,8530,695987,4.35,415,9535,558694,543445,973,185326,916953,9978,145,1751
Assam,Goalpara,1340,285519,1098,2958,2686,514692,12.84,552,4298,398920,401147,1006,147404,652807,2045,141,1739
Assam,Kokrajhar,955,240643,1061,2454,2797,411563,18.51,631,3409,334555,317581,949,125093,527113,2715,132,1143
Assam,Dhemaji,1402,217499,842,3044,2187,362412,10.89,484,4446,284553,295264,1038,155431,424480,1314,122,1714
Assam,Lakhimpur,3409,362079,2214,8370,4984,533351,1.96,231,11779,446776,448525,1004,224127,671303,3153,99,4045
Assam,Sonitpur,1741,401513,1453,4172,3737,686865,13.31,787,5913,535900,552316,1031,335630,752748,2219,195,2970
Assam,Udalguri,2826,217241,2174,5651,4779,368757,8.88,753,8477,294460,291465,990,106650,479348,5742,172,1211
Assam,Cachar,4165,549869,5621,7965,11274,867361,4.29,520,12130,718962,698083,971,361800,1055430,13004,192,3890
Assam,Dima Hasao,599,60087,464,1536,1309,106518,14.29,305,2135,93005,73547,791,54548,112057,1095,71,677
Assam,Hailakandi,446,208545,590,1419,1379,334170,17.43,325,1865,282600,260008,920,124915,417800,1021,94,947
Assam,Karimganj,1026,309287,2110,2894,5958,527696,13.27,520,3920,416267,420619,1010,167537,669446,6520,163,1547
Bihar,Madhepura,2531,438448,3439,5699,7853,650423,10.21,840,8230,531400,557254,1049,185966,902905,7813,398,3479
Bihar,Saharsa,2382,454084,2159,6469,5186,603134,3.94,349,8851,510181,546846,1072,231306,825912,4740,242,2604
Bihar,Supaul,6743,537221,3153,10719,6512,707820,3.72,655,17585,604065,640710,1061,251934,993107,5349,213,4314
Bihar,Purnia,996,848658,4746,3174,12847,1185544,11.03,460,4170,1059153,974484,920,581765,1452437,8711,541,8881
Bihar,Araria,2405,588809,2566,4923,5984,773175,5.33,391,7329,692077,669517,967,277866,1084118,5466,228,3083
Bihar,Katihar,4535,603941,5015,9892,11059,1012287,5.45,786,14434,816017,799883,980,275897,1340331,11034,304,5039
Bihar,Kishanganj,970,346194,2681,1971,5321,517591,11.75,346,2944,444643,419010,942,157172,706613,5048,162,2954
Bihar,Aurangabad,3003,554949,3347,7497,7770,821297,4.86,510,10500,706742,669077,947,298127,1078119,5340,310,5777
Bihar,Arwal,1262,170328,819,2217,1621,246744,4.88,173,3547,206274,210701,1021,79509,337563,727,67,1713
Bihar,Gaya,3115,920232,5191,8504,11956,1432548,6.98,811,11619,1182840,1169364,989,552158,1800622,8061,567,9085
Bihar,Kaimur,15233,393133,3869,25547,6007,545096,1.22,503,41117,488843,449120,919,176889,761340,5168,154,4707
Bihar,Rohtas,2672,694695,2682,6901,6610,1041004,7.27,696,9574,906047,829206,915,332226,1403473,5900,274,3391
Bihar,Bhagalpur,2464,732004,3774,6421,9618,1157326,3.55,315,8885,976281,912750,935,492845,1396485,5195,283,8196
Bihar,Banka,2491,474763,3173,4145,5431,669182,4.43,294,6636,563843,579863,1028,268242,875703,3974,129,4630
Bihar,Lakhisarai,972,221765,1031,2144,2167,321942,7.64,240,3140,267111,276506,1035,103180,440527,1957,144,1240
Bihar,Munger,2251,349687,1772,5086,3663,538585,3.58,263,7337,457606,430484,941,199051,689221,1664,500,3771
Bihar,Muzaffarpur,5469,1077320,6334,11494,13192,1641588,8.71,1477,16963,1340559,1377830,1028,557213,2161695,11702,542,7823
Bihar,Sheohar,895,184231,901,1761,1845,195588,6.93,184,2656,183666,196092,1068,89667,290152,1172,75,1574
Bihar,Sitamarhi,5990,781020,3288,12420,6612,956868,6.78,1248,18412,827107,910515,1101,307522,1430366,5133,410,4766
Bihar,Vaishali,3258,826665,3928,7324,8462,1118210,6.88,728,10582,958641,985711,1028,368188,1576687,7897,324,4493
Bihar,Nalanda,8082,841112,4339,13028,8180,991941,2.73,578,21162,924314,908344,983,508391,1324662,6471,246,6047
Bihar,Jehanabad,3580,257319,1300,7926,3009,357404,3.34,384,11506,304030,310544,1021,138395,476328,2013,139,2295
Bihar,Nawada,3148,474330,2887,7920,7147,691853,7.25,802,11068,578597,587381,1015,203038,963145,7007,445,3026
Bihar,Sheikhpura,318,147594,582,800,1453,201576,1.07,12,1118,173777,175338,1009,73539,275631,973,29,1062
Bihar,Darbhanga,4274,1023578,4234,10156,9299,1332127,5.68,819,14431,1112560,1242703,1117,574009,1781696,6005,393,7528
Bihar,Madhubani,8257,1085160,4777,15592,9143,1348900,3.36,801,23849,1099541,1333969,1213,531762,1902298,6632,216,7288
Bihar,Samastipur,8289,918062,4698,20513,11336,1398080,4.02,1223,30437,1113259,1202430,1080,432486,1883656,10114,407,5919
Bihar,Patna,7513,2000037,7110,20111,18502,3275994,2.34,646,27624,2863012,2411839,842,1964618,3311413,6871,274,18741
Bihar,Begusarai,12997,670830,4126,18729,7606,1041559,2.65,843,31857,843318,868760,1030,349426,1362963,6099,604,5632
Bihar,Bhojpur,2971,623842,2888,7214,6720,877681,9.59,978,10202,779169,722029,927,277407,1224116,6130,406,3477
Bihar,Buxar,2869,460111,2470,7437,5495,638444,5.66,583,10307,567164,531183,937,234986,863569,4667,174,3298
Bihar,Khagaria,1331,349736,1236,3467,3299,539498,6.09,292,4798,429712,459306,1069,159674,729560,3039,189,1496
Bihar,Saran,4063,994853,4420,9470,9780,1345249,5.74,777,13533,1153716,1185743,1028,559719,1780383,7637,290,6562
Bihar,Siwan,3759,913952,7583,8357,10362,1230924,5.89,714,12116,1068296,1075970,1007,521892,1622984,6393,361,11551
Bihar,Gopalganj,7865,628349,5958,13774,10515,925891,4.24,918,21642,774496,779402,1006,345247,1208993,8336,246,8137
Bihar,East Champaran,2278,1306821,6882,6362,16077,1904607,4.75,410,8640,1596784,1613868,1011,802197,2409231,11941,149,11018
Bihar,West Champaran,7044,803842,5562,15182,12126,1243041,3.69,820,22230,1048584,997854,952,353753,1693130,10574,464,7114
Bihar,Jamui,2811,363444,1473,7202,3688,535000,4.32,435,10065,451568,446716,989,165896,732548,3122,218,2038
Chandigarh,Chandigarh,866,532126,812,3599,3796,872896,2.58,115,4465,803761,601045,748,490198,914824,1117,58,3491
Chhattisgarh,Raipur,1125,855402,1754,5348,8351,1379087,7.68,497,6473,1168438,1065812,912,799919,1434570,3020,190,7084
Chhattisgarh,Balod,612,368722,964,2421,3171,359286,3.53,107,3033,344229,383659,1115,231414,496594,1477,47,2658
Chhattisgarh,Baloda bazar,1809,346502,1200,4779,3251,355298,3.07,202,6588,350714,351027,1001,169238,532562,2741,70,1710
Chhattisgarh,Balrampur,1303,186591,1232,3627,3332,149445,10.53,520,4940,175999,160003,909,82499,253537,2745,190,1819
Chhattisgarh,Bastar,1215,242052,1410,3704,4076,295245,8.76,431,4919,268579,268631,1000,154508,382789,3136,181,2349
Chhattisgarh,Bemetara,1487,220721,1956,3307,4224,230622,0.54,26,4794,221086,230191,1041,109764,341579,4275,66,1905
Chhattisgarh,Bijapur,92,59183,164,453,577,77091,8.26,45,545,77370,58883,761,41464,94810,442,56,299
Chhattisgarh,Bilaspur,3606,637449,2776,5888,6210,681236,4.7,446,9494,664630,653859,984,414458,904227,4215,240,4770
Chhattisgarh,Dantewada,77,96160,224,377,725,115136,10.13,46,454,106399,104864,986,71394,139902,347,65,601
Chhattisgarh,Dhamtari,1683,341142,1239,4933,3891,320333,4.44,294,6616,312485,348897,1117,196796,464679,2459,143,2670
Chhattisgarh,Durg,2554,699128,1612,8762,5617,661292,5.51,624,11316,676292,683963,1011,470284,890136,4294,134,2934
Chhattisgarh,Gariaband,971,172989,1050,2253,2876,166480,2.05,66,3224,162860,176572,1084,82632,256837,2616,93,1310
Chhattisgarh,Janjgir-Champa,1988,514446,2079,4939,5315,533908,4.09,283,6927,529238,519012,981,261198,787156,4863,185,2531
Chhattisgarh,Jashpur,985,283453,1026,1892,1912,260496,10.18,293,2877,263458,280420,1064,152603,391346,1446,256,1491
Chhattisgarh,Kanker,1283,241679,1090,3497,3222,258250,2.3,110,4780,251529,248354,987,143300,356629,2422,195,1890
Chhattisgarh,Kondagaon,1230,168268,1225,3327,3305,189016,13.89,633,4557,177083,180154,1017,78361,278923,2760,174,1769
Chhattisgarh,Korba,655,445178,1184,2812,3816,368679,4.12,143,3467,410049,403703,985,236839,577018,2720,117,2279
Chhattisgarh,Koriya,1250,208587,1809,2882,4113,231716,6.24,258,4132,221231,219027,990,113976,326327,4020,106,1902
Chhattisgarh,Mahasamund,2218,497278,1964,4359,4437,486616,2.78,183,6577,477083,506693,1062,307559,676335,1725,250,4675
Chhattisgarh,Mungeli,576,203470,564,1454,1426,130565,4.43,90,2030,162619,171395,1054,89210,244825,1125,59,864
Chhattisgarh,Narayanpur,194,26956,136,412,236,35039,2.31,14,606,34217,27775,812,16458,45537,250,13,121
Chhattisgarh,Raigarh,5221,792587,4554,5409,7816,902708,8.37,890,10630,859311,835770,973,731744,963551,658,370,11712
Chhattisgarh,Rajnandgaon,3913,625206,2054,12050,5808,763128,4.05,647,15963,669600,718580,1073,442060,946274,3021,221,4840
Chhattisgarh,Sukma,172,87418,332,883,873,97385,4.27,45,1055,102245,82532,807,67192,117611,380,14,824
Chhattisgarh,Surajpur,3264,264472,2146,5219,3995,230153,5.86,497,8483,251873,242676,963,132011,362614,3247,155,2894
Chhattisgarh,Surguja,2019,380919,1746,3013,2919,234393,7.11,358,5032,304263,310969,1022,217265,398047,1927,156,2737
Chhattisgarh,Kawardha,686,242590,743,1650,2065,242187,4.45,104,2336,244088,240618,986,134323,350454,1402,32,1405
Chhattisgarh,Gaurela Pendra Marwahi ,598,109340,568,1566,1632,105704,9.98,216,2164,104638,110376,1055,64677,150367,968,61,1233
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,330,114853,321,2419,2501,423643,6.58,181,2749,377247,161173,427,154399,384097,367,47,2454
Dadra and Nagar Haveli and Daman and Diu,Daman,211,84133,200,1672,1513,284286,0.9,17,1883,244578,123728,506,138419,230000,279,5,1433
Dadra and Nagar Haveli and Daman and Diu,Diu,76,26231,42,102,110,41219,6.74,12,178,33469,33964,1015,28821,38629,7,3,145
Delhi,New Delhi,1522,578385,1253,6669,6236,851901,4.38,359,8191,851263,578720,680,557061,873225,2156,102,5333
Delhi,Central Delhi,2283,678226,1628,9163,6868,1054432,3.01,344,11446,1081172,651094,602,584824,1147834,3000,140,5495
Delhi,West Delhi,3191,849124,2582,12861,11105,1187929,2.23,358,16052,1159788,876714,756,727388,1309665,5552,133,8135
Delhi,North West Delhi,2865,865173,2296,11741,10277,1433244,3.59,524,14606,1291842,1005872,779,756681,1541736,5112,151,7460
Delhi,South East Delhi,2796,633369,2222,12065,10075,1249489,3.36,499,14861,1124779,757513,673,668887,1213971,4210,119,8087
Delhi,East Delhi,1905,538023,1624,8775,7809,981915,3.28,350,10680,865156,654335,756,552857,967081,3189,117,6243
Delhi,North Delhi,2048,557729,2038,9119,9898,1129837,4.06,453,11167,1001247,685825,685,496256,1191310,5974,148,5962
Delhi,North East Delhi,1929,419664,1559,8713,6832,774216,2.61,278,10642,674254,519205,770,344972,848908,4328,80,4063
Delhi,Shahdara,1643,487298,1289,6263,5219,846130,3.72,294,7906,758158,574809,758,473904,859524,2572,97,3935
Delhi,South Delhi,1651,629391,1508,7307,7449,1234994,3.82,342,8958,1098849,765090,696,673348,1191037,3102,112,5854
Delhi,South West Delhi,2766,827135,2399,11896,11392,1381389,1.96,288,14662,1225748,982141,801,764000,1444524,5241,183,8550
Goa,North Goa,1095,406334,959,3630,3463,546384,2.22,105,4725,528785,423844,802,362197,590521,670,24,3752
Goa,South Goa,879,469595,930,3257,3518,608749,2.76,114,4136,579536,498696,861,426813,651531,641,26,3807
Gujarat,Gandhinagar,882,550891,2800,1992,5819,671261,8.56,246,2874,660652,561320,850,419726,802426,1789,72,6829
Gujarat,Ahmedabad,1409,937851,5894,2881,9994,933887,4.43,190,4290,1056866,814584,771,630003,1241735,3579,51,12309
Gujarat,Vadodara,1609,838428,5302,3394,8967,878220,6.34,317,5003,925717,790644,854,626614,1090034,2835,77,11434
Gujarat,Kheda,4127,1041007,9377,7381,15102,1053621,3.41,392,11508,1111824,982499,884,684244,1410384,6192,124,18287
Gujarat,Surendranagar,3297,680332,5514,7126,11914,900071,2.75,287,10423,835762,744402,891,520130,1060273,4393,67,13035
Gujarat,Aravalli,1218,607135,2528,3203,5327,552762,10.38,459,4421,594006,565682,952,446255,713642,790,137,7064
Gujarat,Banaskantha,1184,1641760,2569,4187,7157,1463678,11.15,599,5371,1685677,1419184,842,999353,2106085,4358,167,5368
Gujarat,Mehsana,4480,1022930,6866,6060,12309,1093677,6.45,680,10540,1103016,1013279,919,737579,1379028,4612,151,14562
Gujarat,Patan,1246,593851,3070,2497,6091,690870,13.81,517,3743,660503,624060,945,444864,839857,2057,213,7104
Gujarat,Sabarkantha,2057,764827,3849,3316,6590,715743,6.09,327,5373,768274,712052,927,492538,988032,2071,115,8368
Gujarat,Dang,198,87168,1285,350,1531,99715,9.49,52,548,101186,85690,847,52033,134850,1313,10,1502
Gujarat,Navsari,2351,738648,4072,4920,8941,770466,5.9,429,7271,760880,748024,983,568772,940342,3713,107,9300
Gujarat,Surat,813,617623,3026,2723,8568,989370,6.62,234,3536,919025,687749,748,457365,1149628,3328,63,8267
Gujarat,Tapi,1499,392533,3478,2257,5880,355617,4.37,164,3756,390393,357668,916,232827,515323,3864,45,5494
Gujarat,Valsad,2079,746230,2273,7103,8752,1064170,6.73,618,9182,1043764,766228,734,596569,1213831,2187,176,8838
Gujarat,Devbhumi Dwaraka,572,313563,885,1758,2634,430565,14.16,330,2330,397692,346320,871,259648,484480,483,108,3035
Gujarat,Jamnagar,755,428263,2613,1722,4985,500237,9.41,233,2477,512963,415425,810,306550,621950,3868,65,3730
Gujarat,Kutch,133,738818,2919,629,8189,1232740,12.86,98,762,1118387,852859,763,580049,1391509,3573,32,7535
Gujarat,Morbi,750,356165,2223,2189,7074,530645,5.82,171,2939,496572,390102,786,250228,636582,4449,40,4848
Gujarat,Porbandar,458,308037,721,1199,1564,336116,34.58,573,1657,330398,313646,949,229136,415017,715,110,1569
Gujarat,Rajkot,1485,692681,3446,3422,9509,862788,8.62,423,4907,838243,716972,855,497129,1058340,4043,144,8912
Gujarat,Amreli,1894,693613,3720,4499,6365,661239,5.43,347,6393,690017,664641,963,447302,907550,2632,104,7453
Gujarat,Bhavnagar,2318,736298,5656,5967,15150,974106,6.1,505,8285,913023,797136,873,525014,1185390,6864,138,13942
Gujarat,Botad,704,229183,915,1731,2343,334106,9.24,225,2435,291770,271455,930,188072,375217,408,51,2850
Gujarat,Gir Somnath,444,502609,3415,799,5519,617151,7.0,87,1243,588618,530825,902,324085,795675,3419,24,5515
Gujarat,Junagadh,2471,648068,4738,10269,18944,806372,1.41,180,12740,765441,688757,900,399588,1054852,15511,69,8171
Gujarat,Anand,2217,1114314,5284,5090,10287,1104119,7.57,553,7307,1153612,1064483,923,802338,1416095,1775,223,13796
Gujarat,Bharuch,3017,713577,3809,6344,8955,1002693,6.08,569,9361,998588,717378,718,552336,1163934,3581,171,9183
Gujarat,Chhotaudepur,1537,497311,1941,4616,5323,478604,2.55,157,6153,520801,454949,874,344016,631899,2154,44,5109
Gujarat,Dahod,760,897512,1089,4363,4438,1133018,5.99,307,5123,1050550,979701,933,534358,1496172,2725,80,2802
Gujarat,Mahisagar,3010,619013,3883,8225,11650,606245,1.91,215,11235,641680,583387,909,410475,814783,10215,67,5318
Gujarat,Narmada,770,335463,750,2249,2118,322201,4.34,131,3019,343807,313759,913,246638,411026,381,29,2487
Gujarat,Panchmahal,1556,772315,3066,5514,11157,843916,3.68,260,7070,875642,740316,845,527378,1088853,6786,58,7437
Haryana,Kurukshetra,819,377415,624,2109,1596,438210,9.63,282,2928,418097,397413,951,221975,593650,1120,56,1100
Haryana,Panchkula,314,286311,386,1493,1519,414499,4.59,83,1807,374890,325776,869,249822,450988,532,26,1372
Haryana,Gurgaon,1134,998765,2271,8167,15490,2312436,4.29,399,9301,2035462,1274864,626,1221100,2090101,7432,97,10329
